,LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
1581,1582,Jul,6,22:33:18,calvisitor-10-105-162-178,CalendarAgent,279,,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=502 ""(null)"" UserInfo={AccountName=163, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash 0x7fa11fe7a810 [0x7fff7abc1440]>{type = immutable dict, count = 5, entries => 0 : Connection = <CFString 0x7fff7ab1aea0 [0x7fff7abc1440]>{contents = ""keep-alive""} 3 : Content-Type = text/html 4 : Content-Length = 166 5 : Server = nginx 6 : Date = <CFString 0x7fa11ac2ab80 [0x7fff7abc1440]>{contents = ""Fri, 07 Jul 2017 05:32:43 GMT""} } }]","225    E450
Name: EventId, dtype: object","225    [com.apple.calendar.store.log.caldav.queue] [A...
Name: EventTemplate, dtype: object"
1582,1583,Jul,6,22:37:40,calvisitor-10-105-162-178,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,"179    E269
Name: EventId, dtype: object","179    send_datagram_available_ping: pid 445 failed t...
Name: EventTemplate, dtype: object"
1583,1584,Jul,6,23:00:45,calvisitor-10-105-162-178,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,"432    E145
Name: EventId, dtype: object","432    KeychainGetICDPStatus: keychain: -25300
Name: EventTemplate, dtype: object"
1584,1585,Jul,6,23:28:39,calvisitor-10-105-162-178,locationd,82,,Location icon should now be in state 'Inactive',"412    E45
Name: EventId, dtype: object","412    Location icon should now be in state <*>
Name: EventTemplate, dtype: object"
1585,1586,Jul,6,23:33:20,calvisitor-10-105-162-178,Preview,11512,,"Page bounds {{0, 0}, {400, 400}}","427    E75
Name: EventId, dtype: object","427    Page bounds {{0, 0}, {400, 400}}
Name: EventTemplate, dtype: object"
1586,1587,Jul,6,23:33:55,calvisitor-10-105-162-178,SpotlightNetHelper,352,,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data","144    E105
Name: EventId, dtype: object","144    CFPasteboardRef CFPasteboardCreate(CFAllocator...
Name: EventTemplate, dtype: object"
1587,1588,Jul,7,00:01:59,calvisitor-10-105-162-178,kernel,0,,Sandbox: SpotlightNetHelp(352) deny(1) ipc-posix-shm-read-data CFPBS:186A7:,"82    E295
Name: EventId, dtype: object","82    Sandbox: SpotlightNetHelp(352) deny(1) ipc-pos...
Name: EventTemplate, dtype: object"
1588,1589,Jul,7,00:02:27,calvisitor-10-105-162-178,Safari,9852,,tcp_connection_tls_session_error_callback_imp 2438 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,"301    E305
Name: EventId, dtype: object","301    tcp_connection_tls_session_error_callback_imp ...
Name: EventTemplate, dtype: object"
1589,1590,Jul,7,00:09:34,calvisitor-10-105-162-178,QQ,10018,,FA||Url||taskID[2019353724] dealloc,"416    E110
Name: EventId, dtype: object","416    <*> <*>
Name: EventTemplate, dtype: object"
1590,1591,Jul,7,00:10:01,calvisitor-10-105-162-178,taskgated,273,,"no application identifier provided, can't use provisioning profiles [pid=37563]","375    E296
Name: EventId, dtype: object","375    no application identifier provided, can't use ...
Name: EventTemplate, dtype: object"
1591,1592,Jul,7,00:12:09,calvisitor-10-105-162-178,SpotlightNetHelper,352,,tcp_connection_destination_handle_tls_close_notify 111 closing socket due to TLS CLOSE_NOTIFY alert,"353    E297
Name: EventId, dtype: object","353    tcp_connection_destination_handle_tls_close_no...
Name: EventTemplate, dtype: object"
1592,1593,Jul,7,00:24:41,calvisitor-10-105-162-178,com.apple.WebKit.Networking,9854,,CFNetwork SSLHandshake failed (-9802),"447    E76
Name: EventId, dtype: object","447    CFNetwork SSLHandshake failed (-9802)
Name: EventTemplate, dtype: object"
1593,1594,Jul,7,00:26:36,calvisitor-10-105-162-178,Preview,11512,,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:0x7f8efa7db140 H:[NSImageView:0x7f8efa7db900(38)]>"", ""<NSLayoutConstraint:0x7f8efa7cbe00 H:|-(14)-[NSImageView:0x7f8efa7db900]   (Names: PageItemCell:0x7f8efa7cb450, '|':PageItemCell:0x7f8efa7cb450 )>"", ""<NSLayoutConstraint:0x7f8f17556f20 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(73)]   (Names: PageItemCell:0x7f8efa7cb450 )>"", ""<NSLayoutConstraint:0x7f8efa7dc1c0 H:[NSImageView:0x7f8efa7db900]-(10)-[NSTextField:0x7f8efa7da9a0]>"", ""<NSLayoutConstraint:0x7f8efa7cbf70 H:[NSTextField:0x7f8f02f1da90]-(14)-|   (Names: PageItemCell:0x7f8efa7cb450, '|':PageItemCell:0x7f8efa7cb450 )>"", ""<NSLayoutConstraint:0x7f8efa7dc350 H:[NSTextField:0x7f8efa7da9a0]-(>=NSSpace(8))-[NSTextField:0x7f8f02f1da90]>"" )  Will attempt to recover by breaking constraint <NSLayoutConstraint:0x7f8efa7db140 H:[NSImageView:0x7f8efa7db900(38)]>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger.","340    E451
Name: EventId, dtype: object","340    Unable to simultaneously satisfy constraints: ...
Name: EventTemplate, dtype: object"
1594,1595,Jul,7,00:26:41,calvisitor-10-105-162-178,Preview,11512,,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:0x7f8efb89e920 H:[NSImageView:0x7f8efb89d5d0(38)]>"", ""<NSLayoutConstraint:0x7f8efb89aac0 H:|-(14)-[NSImageView:0x7f8efb89d5d0]   (Names: PageItemCell:0x7f8efb898930, '|':PageItemCell:0x7f8efb898930 )>"", ""<NSLayoutConstraint:0x7f8f071a6c20 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(73)]   (Names: PageItemCell:0x7f8efb898930 )>"", ""<NSLayoutConstraint:0x7f8efb89d8a0 H:[NSImageView:0x7f8efb89d5d0]-(10)-[NSTextField:0x7f8efb89d250]>"", ""<NSLayoutConstraint:0x7f8efb8980e0 H:[NSTextField:0x7f8efb89e7a0]-(14)-|   (Names: PageItemCell:0x7f8efb898930, '|':PageItemCell:0x7f8efb898930 )>"", ""<NSLayoutConstraint:0x7f8efb89ba20 H:[NSTextField:0x7f8efb89d250]-(>=NSSpace(8))-[NSTextField:0x7f8efb89e7a0]>"" )  Will attempt to recover by breaking constraint <NSLayoutConstraint:0x7f8efb89e920 H:[NSImageView:0x7f8efb89d5d0(38)]>  Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens.  And/or, break on objc_exception_throw to catch this in the debugger.","340    E451
Name: EventId, dtype: object","340    Unable to simultaneously satisfy constraints: ...
Name: EventTemplate, dtype: object"
1595,1596,Jul,7,00:30:06,calvisitor-10-105-162-178,syslogd,44,,"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","196    E432
Name: EventId, dtype: object","196    Configuration Notice: ASL Module ""com.apple.au...
Name: EventTemplate, dtype: object"
1596,1597,Jul,7,00:43:06,calvisitor-10-105-162-178,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,"179    E269
Name: EventId, dtype: object","179    send_datagram_available_ping: pid 445 failed t...
Name: EventTemplate, dtype: object"
1597,1598,Jul,7,00:43:09,calvisitor-10-105-162-178,imagent,355,,<IMMacNotificationCenterManager: 0x7fdcc9d16380>:    NC Disabled: NO,"36    E106
Name: EventId, dtype: object","36    <IMMacNotificationCenterManager: <*>    NC Dis...
Name: EventTemplate, dtype: object"
1598,1599,Jul,7,00:43:09,calvisitor-10-105-162-178,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2d17980>:    NC Disabled: NO,"36    E106
Name: EventId, dtype: object","36    <IMMacNotificationCenterManager: <*>    NC Dis...
Name: EventTemplate, dtype: object"
1599,1600,Jul,7,00:52:55,authorMacBook-Pro,corecaptured,37602,,"CCFile::copyFile fileName is [2017-07-07_00,52,55.450817]-CCIOReporter-001.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-07_00,52,55.450817]-CCIOReporter-001.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-07_00,52,54.449889]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-07_00,52,55.450817]-CCIOReporter-001.xml","131    E439
Name: EventId, dtype: object","131    CCFile::copyFile fileName is <*> source <*> de...
Name: EventTemplate, dtype: object"
1600,1601,Jul,7,00:52:58,authorMacBook-Pro,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,"336    E221
Name: EventId, dtype: object","336    -[NetworkAnalyticsEngine _writeJournalRecord:f...
Name: EventTemplate, dtype: object"
1601,1602,Jul,7,00:52:58,authorMacBook-Pro,UserEventAgent,43,,Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),"255    E203
Name: EventId, dtype: object","255    Captive: [CNInfoNetworkActive:1748] en0: SSID ...
Name: EventTemplate, dtype: object"
1602,1603,Jul,7,00:53:03,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 43840 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1603,1604,Jul,7,00:53:09,calvisitor-10-105-162-178,mds,63,,(DiskStore.Normal:2382) 20cb04f 1.000086,"61    E77
Name: EventId, dtype: object","61    (DiskStore.Normal:2382) 20cb04f 1.000086
Name: EventTemplate, dtype: object"
1604,1605,Jul,7,00:53:19,calvisitor-10-105-162-178,sandboxd,129,[37617],com.apple.Addres(37617) deny network-outbound /private/var/run/mDNSResponder,"345    E242
Name: EventId, dtype: object","345    <*> deny network-outbound /private/var/run/mDN...
Name: EventTemplate, dtype: object"
1605,1606,Jul,7,00:53:26,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 5703 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1606,1607,Jul,7,01:06:34,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,"418    E83
Name: EventId, dtype: object","418    <*> - <*> = <*>
Name: EventTemplate, dtype: object"
1607,1608,Jul,7,01:33:49,calvisitor-10-105-162-178,kernel,0,,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),"358    E223
Name: EventId, dtype: object","358    [HID] [ATC] AppleDeviceManagementHIDEventServi...
Name: EventTemplate, dtype: object"
1608,1609,Jul,7,01:34:46,calvisitor-10-105-162-178,kernel,0,,ARPT: 761864.513194: AirPort_Brcm43xx::powerChange: System Sleep,"9    E97
Name: EventId, dtype: object","9    ARPT: <*> AirPort_Brcm43xx::powerChange: Syste...
Name: EventTemplate, dtype: object"
1609,1610,Jul,7,01:47:40,calvisitor-10-105-162-178,GoogleSoftwareUpdateAgent,37644,,"2017-07-07 01:47:40.090 GoogleSoftwareUpdateAgent[37644/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://tools.google.com/service/update2?cup2hreq=c30943ccd5e0a03e93b6be3e2b7e2127989f08f1bde99263ffee091de8b8bc39&cup2key=7:1039900771""","343    E427
Name: EventId, dtype: object","343    <*> <*> <*> [lvl=2] -[KSOutOfProcessFetcher be...
Name: EventTemplate, dtype: object"
1610,1611,Jul,7,02:01:04,calvisitor-10-105-162-178,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,"430    E86
Name: EventId, dtype: object","430    AppleThunderboltGenericHAL::earlyWake - comple...
Name: EventTemplate, dtype: object"
1611,1612,Jul,7,02:14:41,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,"418    E83
Name: EventId, dtype: object","418    <*> - <*> = <*>
Name: EventTemplate, dtype: object"
1612,1613,Jul,7,02:15:01,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 38922 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1613,1614,Jul,7,02:15:01,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 893 seconds.  Ignoring.","124    E392
Name: EventId, dtype: object","124    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1614,1615,Jul,7,02:28:19,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,"418    E83
Name: EventId, dtype: object","418    <*> - <*> = <*>
Name: EventTemplate, dtype: object"
1615,1616,Jul,7,02:42:24,calvisitor-10-105-162-178,sandboxd,129,[37682],com.apple.Addres(37682) deny network-outbound /private/var/run/mDNSResponder,"345    E242
Name: EventId, dtype: object","345    <*> deny network-outbound /private/var/run/mDN...
Name: EventTemplate, dtype: object"
1616,1617,Jul,7,02:42:27,calvisitor-10-105-162-178,com.apple.AddressBook.InternetAccountsBridge,37682,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,"216    E204
Name: EventId, dtype: object","216    dnssd_clientstub ConnectToServer: connect()-> ...
Name: EventTemplate, dtype: object"
1617,1618,Jul,7,02:55:51,calvisitor-10-105-162-178,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0,"11    E39
Name: EventId, dtype: object","11    Thermal pressure state: <*> Memory pressure st...
Name: EventTemplate, dtype: object"
1618,1619,Jul,7,02:56:01,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 498005 seconds.  Ignoring.","124    E392
Name: EventId, dtype: object","124    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1619,1620,Jul,7,03:09:18,calvisitor-10-105-162-178,kernel,0,,ARPT: 762302.122693: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,"303    E279
Name: EventId, dtype: object","303    ARPT: <*> wl0: leaveModulePoweredForOffloads: ...
Name: EventTemplate, dtype: object"
1620,1621,Jul,7,03:09:38,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 35733 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1621,1622,Jul,7,03:10:18,calvisitor-10-105-162-178,kernel,0,,ARPT: 762363.637095: AirPort_Brcm43xx::powerChange: System Sleep,"9    E97
Name: EventId, dtype: object","9    ARPT: <*> AirPort_Brcm43xx::powerChange: Syste...
Name: EventTemplate, dtype: object"
1622,1623,Jul,7,03:22:55,calvisitor-10-105-162-178,kernel,0,,RTC: PowerByCalendarDate setting ignored,"231    E131
Name: EventId, dtype: object","231    <*> <*>
Name: EventTemplate, dtype: object"
1623,1624,Jul,7,03:22:55,calvisitor-10-105-162-178,kernel,0,,ARPT: 762366.143164: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,"58    E373
Name: EventId, dtype: object","58    ARPT: <*> AirPort_Brcm43xx::powerChange: Syste...
Name: EventTemplate, dtype: object"
1624,1625,Jul,7,03:23:15,calvisitor-10-105-162-178,com.apple.AddressBook.InternetAccountsBridge,37700,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,"216    E204
Name: EventId, dtype: object","216    dnssd_clientstub ConnectToServer: connect()-> ...
Name: EventTemplate, dtype: object"
1625,1626,Jul,7,03:36:32,calvisitor-10-105-162-178,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,"299    E356
Name: EventId, dtype: object","299    IOThunderboltSwitch<0>(0x0)::listenerCallback ...
Name: EventTemplate, dtype: object"
1626,1627,Jul,7,03:36:32,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::wakeEventHandlerThread,"186    E132
Name: EventId, dtype: object","186    AppleCamIn::wakeEventHandlerThread
Name: EventTemplate, dtype: object"
1627,1628,Jul,7,03:50:09,calvisitor-10-105-162-178,kernel,0,,ARPT: 762484.281874: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,"58    E373
Name: EventId, dtype: object","58    ARPT: <*> AirPort_Brcm43xx::powerChange: Syste...
Name: EventTemplate, dtype: object"
1628,1629,Jul,7,03:50:19,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 33204 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1629,1630,Jul,7,03:50:29,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 33282 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1630,1631,Jul,7,03:51:08,calvisitor-10-105-162-178,kernel,0,,"ARPT: 762543.171617: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,","148    E391
Name: EventId, dtype: object","148    ARPT: <*> IOPMPowerSource Information: <*>  Sl...
Name: EventTemplate, dtype: object"
1631,1632,Jul,7,04:04:43,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 106 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1632,1633,Jul,7,04:04:43,calvisitor-10-105-162-178,kernel,0,,"ARPT: 762603.017378: wl0: setup_keepalive: Local port: 62991, Remote port: 443","97    E200
Name: EventId, dtype: object","97    ARPT: <*> wl0: setup_keepalive: Local port: <*...
Name: EventTemplate, dtype: object"
1633,1634,Jul,7,04:17:24,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::wakeEventHandlerThread,"186    E132
Name: EventId, dtype: object","186    AppleCamIn::wakeEventHandlerThread
Name: EventTemplate, dtype: object"
1634,1635,Jul,7,04:17:33,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 31570 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1635,1636,Jul,7,04:17:37,calvisitor-10-105-162-178,locationd,82,,Location icon should now be in state 'Active',"412    E45
Name: EventId, dtype: object","412    Location icon should now be in state <*>
Name: EventTemplate, dtype: object"
1636,1637,Jul,7,04:17:52,calvisitor-10-105-162-178,sandboxd,129,[37725],com.apple.Addres(37725) deny network-outbound /private/var/run/mDNSResponder,"345    E242
Name: EventId, dtype: object","345    <*> deny network-outbound /private/var/run/mDN...
Name: EventTemplate, dtype: object"
1637,1638,Jul,7,04:31:01,calvisitor-10-105-162-178,kernel,0,,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,"360    E84
Name: EventId, dtype: object","360    AirPort: Link Down on awdl0. Reason 1 (Unspeci...
Name: EventTemplate, dtype: object"
1638,1639,Jul,7,04:44:38,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 491488 seconds.  Ignoring.","124    E392
Name: EventId, dtype: object","124    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1639,1640,Jul,7,04:44:48,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1002 seconds.  Ignoring.","124    E392
Name: EventId, dtype: object","124    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1640,1641,Jul,7,04:44:48,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1002 seconds.  Ignoring.","124    E392
Name: EventId, dtype: object","124    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1641,1642,Jul,7,04:58:15,calvisitor-10-105-162-178,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,"430    E86
Name: EventId, dtype: object","430    AppleThunderboltGenericHAL::earlyWake - comple...
Name: EventTemplate, dtype: object"
1642,1643,Jul,7,04:58:15,calvisitor-10-105-162-178,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,"299    E356
Name: EventId, dtype: object","299    IOThunderboltSwitch<0>(0x0)::listenerCallback ...
Name: EventTemplate, dtype: object"
1643,1644,Jul,7,04:58:16,calvisitor-10-105-162-178,kernel,0,,AirPort: Link Up on awdl0,"261    E166
Name: EventId, dtype: object","261    AirPort: Link Up on awdl0
Name: EventTemplate, dtype: object"
1644,1645,Jul,7,04:58:35,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 29108 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1645,1646,Jul,7,04:58:36,calvisitor-10-105-162-178,com.apple.AddressBook.InternetAccountsBridge,37745,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,"216    E204
Name: EventId, dtype: object","216    dnssd_clientstub ConnectToServer: connect()-> ...
Name: EventTemplate, dtype: object"
1646,1647,Jul,7,04:58:40,calvisitor-10-105-162-178,sandboxd,129,[37745],com.apple.Addres(37745) deny network-outbound /private/var/run/mDNSResponder,"345    E242
Name: EventId, dtype: object","345    <*> deny network-outbound /private/var/run/mDN...
Name: EventTemplate, dtype: object"
1647,1648,Jul,7,05:11:52,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::wakeEventHandlerThread,"186    E132
Name: EventId, dtype: object","186    AppleCamIn::wakeEventHandlerThread
Name: EventTemplate, dtype: object"
1648,1649,Jul,7,05:12:46,calvisitor-10-105-162-178,kernel,0,,ARPT: 762900.518967: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:3065:65eb:758e:972a,"135    E246
Name: EventId, dtype: object","135    ARPT: <*> wl0: MDNS: IPV6 Addr: <*>
Name: EventTemplate, dtype: object"
1649,1650,Jul,7,05:25:49,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1065 seconds.  Ignoring.","124    E392
Name: EventId, dtype: object","124    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1650,1651,Jul,7,05:26:27,calvisitor-10-105-162-178,kernel,0,,ARPT: 762962.511796: AirPort_Brcm43xx::powerChange: System Sleep,"9    E97
Name: EventId, dtype: object","9    ARPT: <*> AirPort_Brcm43xx::powerChange: Syste...
Name: EventTemplate, dtype: object"
1651,1652,Jul,7,05:39:27,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 26744 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1652,1653,Jul,7,05:39:27,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 26656 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1653,1654,Jul,7,05:40:03,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 488163 seconds.  Ignoring.","124    E392
Name: EventId, dtype: object","124    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1654,1655,Jul,7,05:52:44,calvisitor-10-105-162-178,kernel,0,,ARPT: 763023.568413: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],"115    E255
Name: EventId, dtype: object","115    ARPT: <*> <*> <*>
Name: EventTemplate, dtype: object"
1655,1656,Jul,7,05:52:44,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 25947 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1656,1657,Jul,7,06:06:21,calvisitor-10-105-162-178,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,"248    E88
Name: EventId, dtype: object","248    AppleThunderboltNHIType2::prePCIWake - power u...
Name: EventTemplate, dtype: object"
1657,1658,Jul,7,06:06:21,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 25042 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1658,1659,Jul,7,06:07:14,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 25077 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1659,1660,Jul,7,06:48:46,authorMacBook-Pro,corecaptured,37783,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,"224    E164
Name: EventId, dtype: object","224    CCFile::captureLogRun() Exiting CCFile::captur...
Name: EventTemplate, dtype: object"
1660,1661,Jul,7,07:01:09,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 21754 seconds.  Ignoring.","79    E341
Name: EventId, dtype: object","79    <*> scheduler_evaluate_activity told me to run...
Name: EventTemplate, dtype: object"
1661,1662,Jul,7,07:01:14,calvisitor-10-105-162-178,corecaptured,37799,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-07_07,01,14.472939]-CCIOReporter-002.xml, Current File [2017-07-07_07,01,14.472939]-CCIOReporter-002.xml","323    E419
Name: EventId, dtype: object","323    CCFile::captureLogRun Skipping current file Di...
Name: EventTemplate, dtype: object"
