,LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate
1724,1725,03-17,16:16:00.514,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1725,1726,03-17,16:16:00.514,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1726,1727,03-17,16:16:00.520,7111,7111,V,AudioManager,getStreamVolume  treamType: 5,"88    E152
Name: EventId, dtype: object","88    getStreamVolume  treamType: 5
Name: EventTemplate, dtype: object"
1727,1728,03-17,16:16:00.537,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1728,1729,03-17,16:16:00.538,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1729,1730,03-17,16:16:00.550,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1730,1731,03-17,16:16:00.550,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1731,1732,03-17,16:16:00.693,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1732,1733,03-17,16:16:00.693,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1733,1734,03-17,16:16:00.693,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1734,1735,03-17,16:16:00.919,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261985554, event=2, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1735,1736,03-17,16:16:00.920,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1736,1737,03-17,16:16:00.994,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1737,1738,03-17,16:16:00.994,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1738,1739,03-17,16:16:00.994,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1739,1740,03-17,16:16:01.098,1702,2633,I,WindowManager,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,"144    E4
Name: EventId, dtype: object","144    Destroying surface <*> called by com.android.s...
Name: EventTemplate, dtype: object"
1740,1741,03-17,16:16:01.105,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1741,1742,03-17,16:16:01.106,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1742,1743,03-17,16:16:01.183,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1743,1744,03-17,16:16:01.183,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1744,1745,03-17,16:16:01.208,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1745,1746,03-17,16:16:01.208,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1746,1747,03-17,16:16:01.295,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1747,1748,03-17,16:16:01.295,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1748,1749,03-17,16:16:01.295,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1749,1750,03-17,16:16:01.318,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1750,1751,03-17,16:16:01.318,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1751,1752,03-17,16:16:01.319,1702,1815,I,WindowManager,Destroying surface Surface(name=InputMethod) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner:517 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop:291 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:233 com.android.server.wm.WindowManagerService$H.handleMessage:8670 android.os.Handler.dispatchMessage:105,"48    E5
Name: EventId, dtype: object","48    Destroying surface Surface(name=InputMethod) c...
Name: EventTemplate, dtype: object"
1752,1753,03-17,16:16:01.469,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261986105, event=2, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1753,1754,03-17,16:16:01.470,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1754,1755,03-17,16:16:01.530,28601,28601,V,AudioManager,playSoundEffect   effectType: 0,"164    E150
Name: EventId, dtype: object","164    playSoundEffect   effectType: 0
Name: EventTemplate, dtype: object"
1755,1756,03-17,16:16:01.530,28601,28601,V,AudioManager,querySoundEffectsEnabled...,"45    E118
Name: EventId, dtype: object","45    <*>
Name: EventTemplate, dtype: object"
1756,1757,03-17,16:16:01.598,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1757,1758,03-17,16:16:01.598,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1758,1759,03-17,16:16:01.598,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1759,1760,03-17,16:16:01.899,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1760,1761,03-17,16:16:01.899,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1761,1762,03-17,16:16:01.899,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1762,1763,03-17,16:16:02.202,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1763,1764,03-17,16:16:02.202,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1764,1765,03-17,16:16:02.202,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1765,1766,03-17,16:16:02.240,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261986874, event=2, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1766,1767,03-17,16:16:02.241,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1767,1768,03-17,16:16:02.502,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1768,1769,03-17,16:16:02.502,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1769,1770,03-17,16:16:02.502,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1770,1771,03-17,16:16:02.756,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261987391, event=2, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1771,1772,03-17,16:16:02.757,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1772,1773,03-17,16:16:02.802,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1773,1774,03-17,16:16:02.802,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1774,1775,03-17,16:16:02.802,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1775,1776,03-17,16:16:02.895,1702,1820,D,PowerManagerService,"updateIsPoweredLocked: wasPowered=false, mIsPowered=false, oldPlugType=0, mPlugType=0, mBatteryLevel=23","20    E190
Name: EventId, dtype: object","20    updateIsPoweredLocked: wasPowered=false, mIsPo...
Name: EventTemplate, dtype: object"
1776,1777,03-17,16:16:02.897,2227,2227,D,KeyguardUpdateMonitor,received broadcast android.intent.action.BATTERY_CHANGED,"111    E131
Name: EventId, dtype: object","111    received broadcast android.intent.action.BATTE...
Name: EventTemplate, dtype: object"
1777,1778,03-17,16:16:02.897,2227,2227,W,KeyguardUpdateMonitor,ACTION_BATTERY_CHANGED AMP: 0; Volt: 0,"180    E153
Name: EventId, dtype: object","180    ACTION_BATTERY_CHANGED AMP: 0; Volt: 0
Name: EventTemplate, dtype: object"
1778,1779,03-17,16:16:02.898,1702,1702,I,DeviceIdleController,updateChargingLocked: charging=false,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1779,1780,03-17,16:16:02.899,1702,1702,D,WifiService,"onReceive, action:android.intent.action.BATTERY_CHANGED","7    E132
Name: EventId, dtype: object","7    onReceive, action:android.intent.action.BATTER...
Name: EventTemplate, dtype: object"
1780,1781,03-17,16:16:02.899,1702,1702,D,WifiService,ACTION_BATTERY_CHANGED pluggedType: 0,"89    E154
Name: EventId, dtype: object","89    ACTION_BATTERY_CHANGED pluggedType: 0
Name: EventTemplate, dtype: object"
1781,1782,03-17,16:16:02.899,1702,2121,D,WifiController,ApStaDisabledState what=155652,"141    E94
Name: EventId, dtype: object","141    <*> what=155652
Name: EventTemplate, dtype: object"
1782,1783,03-17,16:16:02.899,1702,2121,D,WifiController,DefaultState what=155652,"141    E94
Name: EventId, dtype: object","141    <*> what=155652
Name: EventTemplate, dtype: object"
1783,1784,03-17,16:16:02.899,1702,2121,D,WifiController,battery changed pluggedType: 0,"167    E155
Name: EventId, dtype: object","167    battery changed pluggedType: 0
Name: EventTemplate, dtype: object"
1784,1785,03-17,16:16:02.899,2227,2227,V,KeyguardUpdateMonitor,RefreshBatteryInfo isBatteryLow: 23,"65    E156
Name: EventId, dtype: object","65    RefreshBatteryInfo isBatteryLow: 23
Name: EventTemplate, dtype: object"
1785,1786,03-17,16:16:02.899,2227,2227,W,KeyguardUpdateMonitor,ChargingSpeed  Wattage: -1 ST: 5000000 --> 7500000,"140    E62
Name: EventId, dtype: object","140    ChargingSpeed  Wattage: -1 ST: 5000000 --> 750...
Name: EventTemplate, dtype: object"
1786,1787,03-17,16:16:02.899,2227,2227,D,KeyguardUpdateMonitor,handleBatteryUpdate,"96    E123
Name: EventId, dtype: object","96    <*>
Name: EventTemplate, dtype: object"
1787,1788,03-17,16:16:02.900,2227,2227,V,KeyguardUpdateMonitor,RefreshBatteryInfo isBatteryLow: 23,"65    E156
Name: EventId, dtype: object","65    RefreshBatteryInfo isBatteryLow: 23
Name: EventTemplate, dtype: object"
1788,1789,03-17,16:16:02.903,1702,2618,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1789,1790,03-17,16:16:02.928,1702,27365,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1790,1791,03-17,16:16:03.001,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1791,1792,03-17,16:16:03.002,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1792,1793,03-17,16:16:03.104,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1793,1794,03-17,16:16:03.104,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1794,1795,03-17,16:16:03.104,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1795,1796,03-17,16:16:03.351,1702,8303,D,PowerManagerService,"release:lock=149977903, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0","21    E191
Name: EventId, dtype: object","21    <*> flg=0x0, tag=""AudioMix"", name=audioserver""...
Name: EventTemplate, dtype: object"
1796,1797,03-17,16:16:03.352,1702,8303,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1797,1798,03-17,16:16:03.352,1702,3693,D,PowerManagerService,"release:lock=155645244, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0","21    E191
Name: EventId, dtype: object","21    <*> flg=0x0, tag=""AudioMix"", name=audioserver""...
Name: EventTemplate, dtype: object"
1798,1799,03-17,16:16:03.354,1702,3693,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1799,1800,03-17,16:16:03.354,1702,27353,D,PowerManagerService,"release:lock=191063310, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0","21    E191
Name: EventId, dtype: object","21    <*> flg=0x0, tag=""AudioMix"", name=audioserver""...
Name: EventTemplate, dtype: object"
1800,1801,03-17,16:16:03.355,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1801,1802,03-17,16:16:03.360,1702,17622,D,PowerManagerService,"release:lock=173466309, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0","21    E191
Name: EventId, dtype: object","21    <*> flg=0x0, tag=""AudioMix"", name=audioserver""...
Name: EventTemplate, dtype: object"
1802,1803,03-17,16:16:03.361,1702,17622,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1803,1804,03-17,16:16:03.361,1702,17622,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","184    E102
Name: EventId, dtype: object","184    <*> suspend blocker ""PowerManagerService.WakeL...
Name: EventTemplate, dtype: object"
1804,1805,03-17,16:16:03.405,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1805,1806,03-17,16:16:03.405,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1806,1807,03-17,16:16:03.405,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1807,1808,03-17,16:16:03.671,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
1808,1809,03-17,16:16:03.691,1702,10454,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
1809,1810,03-17,16:16:03.707,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1810,1811,03-17,16:16:03.707,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1811,1812,03-17,16:16:03.707,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1812,1813,03-17,16:16:04.094,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261988728, event=2, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1813,1814,03-17,16:16:04.095,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1814,1815,03-17,16:16:04.100,2227,2227,I,PhoneStatusBar,suspendAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
1815,1816,03-17,16:16:04.105,1702,27353,D,WindowManager,interceptKeyTq keycode=3 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,"187    E192
Name: EventId, dtype: object","187    interceptKeyTq <*> interactive=true keyguardAc...
Name: EventTemplate, dtype: object"
1816,1817,03-17,16:16:04.105,1702,27353,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1","9    E135
Name: EventId, dtype: object","9    interceptKeyBeforeQueueing: key <*> , result : 1
Name: EventTemplate, dtype: object"
1817,1818,03-17,16:16:04.106,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261988739, event=1, flags=0x0, uid=1000","68    E163
Name: EventId, dtype: object","68    userActivityNoUpdateLocked: <*> event=1, flags...
Name: EventTemplate, dtype: object"
1818,1819,03-17,16:16:04.107,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1819,1820,03-17,16:16:04.161,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
1820,1821,03-17,16:16:04.162,1702,17621,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261988799, event=0, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1821,1822,03-17,16:16:04.163,1702,17621,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1822,1823,03-17,16:16:04.165,1702,10454,D,WindowManager,interceptKeyTq keycode=3 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,"47    E193
Name: EventId, dtype: object","47    interceptKeyTq <*> interactive=true keyguardAc...
Name: EventTemplate, dtype: object"
1823,1824,03-17,16:16:04.165,1702,10454,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1","9    E135
Name: EventId, dtype: object","9    interceptKeyBeforeQueueing: key <*> , result : 1
Name: EventTemplate, dtype: object"
1824,1825,03-17,16:16:04.165,2227,2318,V,AudioManager,querySoundEffectsEnabled...,"49    E104
Name: EventId, dtype: object","49    <*>
Name: EventTemplate, dtype: object"
1825,1826,03-17,16:16:04.185,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261988822, event=0, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1826,1827,03-17,16:16:04.186,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1827,1828,03-17,16:16:04.189,2227,2227,I,PhoneStatusBar,"animateCollapsePanels:flags=0, force=false, delayed=false, mExpandedVisible=false","152    E180
Name: EventId, dtype: object","152    animateCollapsePanels:flags=0, force=false, de...
Name: EventTemplate, dtype: object"
1828,1829,03-17,16:16:04.189,2227,2227,I,PanelView,closeQs,"75    E157
Name: EventId, dtype: object","75    <*>
Name: EventTemplate, dtype: object"
1829,1830,03-17,16:16:04.190,2227,2227,I,PanelView,cancelPeek: false,"10    E137
Name: EventId, dtype: object","10    cancelPeek: false
Name: EventTemplate, dtype: object"
1830,1831,03-17,16:16:04.190,2227,2227,I,PanelView,instantCollapse,"75    E157
Name: EventId, dtype: object","75    <*>
Name: EventTemplate, dtype: object"
1831,1832,03-17,16:16:04.190,2227,2227,I,PanelView,cancelPeek: false,"10    E137
Name: EventId, dtype: object","10    cancelPeek: false
Name: EventTemplate, dtype: object"
